property_id,street_address,city,city_encoded,num_bedrooms,num_bathrooms,square_feet,price,image_filename
8560,16311 Fremontia Street,"Hesperia, CA",143,4,2,1566,275000,8560.jpg
8561,413 Redwood Lane,"Crestline, CA",92,4,3,1554,259500,8561.jpg
8562,12433 Via Posada Drive,"Victorville, CA",391,4,2,2204,305000,8562.jpg
8564,64868 WALPI Drive,"Joshua Tree, CA",160,3,2,984,268000,8564.jpg
8565,17035 Ocotilla Road,"Apple Valley, CA",15,3,2,1829,260000,8565.jpg
8566,3056 N Newport Avenue,"San Bernardino, CA",318,2,1,840,250000,8566.jpg
8567,16286 Lago Vista Court,"Apple Valley, CA",15,4,2,2085,299900,8567.jpg
8568,16360 Burwood Avenue,"Victorville, CA",391,4,2,1862,280000,8568.jpg
8569,10707 Oakwood Avenue,"Hesperia, CA",143,4,2,1366,259900,8569.jpg
8570,10591 Chevron Court,"Adelanto, CA",2,4,2,1972,291990,8570.jpg
8571,15957 Llanada Avenue,"Victorville, CA",391,3,2,1280,260000,8571.jpg
8573,5877 Manzanita Avenue,"Angelus Oaks, CA",13,3,1.1,1400,298000,8573.jpg
8574,2470 GENEVIEVE Street,"San Bernardino, CA",318,3,1.1,966,269000,8574.jpg
8575,4793 Acacia Avenue,"San Bernardino, CA",318,2,1,850,275000,8575.jpg
8576,1024 Myrtle Avenue,"Big Bear, CA",38,3,2,1562,289200,8576.jpg
8577,14824 Gayhead Road,"Apple Valley, CA",15,5,3,2033,294888,8577.jpg
8578,16936 Jurassic Place,"Victorville, CA",391,3,2.1,1928,270000,8578.jpg
8579,5900 Robin Oak Drive,"Angelus Oaks, CA",13,2,2,1309,249000,8579.jpg
8580,14547 Drysdale Circle,"Adelanto, CA",2,5,3,2163,278000,8580.jpg
8581,372 W 20th Street,"San Bernardino, CA",318,2,1,989,247000,8581.jpg
8582,2016 Cedar Pine Lane,"Big Bear, CA",38,3,2,1140,299999,8582.jpg
8583,13619 Brynwood Road,"Victorville, CA",391,4,2,2021,269900,8583.jpg
8584,10515 Chevron Court,"Adelanto, CA",2,3,2,1576,258990,8584.jpg
8585,32340 Nordic Drive,"Running Springs, CA",316,3,2,1300,279000,8585.jpg
8586,10593 INYO Court,"Adelanto, CA",2,4,3,2103,255000,8586.jpg
8587,10932 Kelvington Lane,"Apple Valley, CA",15,2,2,1674,285000,8587.jpg
8588,856 W 20th Street,"San Bernardino, CA",318,2,1,947,294999,8588.jpg
8590,209 N Orange Avenue,"Rialto, CA",307,1,1,760,274900,8590.jpg
8591,15864 jericho Way,"Victorville, CA",391,4,2,1537,270000,8591.jpg
8592,61059 Navajo,"Joshua Tree, CA",160,3,2.1,2200,255000,8592.jpg
8593,57442 Saint Marys Drive,"Yucca Valley, CA",414,2,2,1748,245000,8593.jpg
8594,1551 Kendall Drive,"San Bernardino, CA",318,2,1,869,279900,8594.jpg
8595,12627 Madrona Street,"Victorville, CA",391,4,2,2374,279990,8595.jpg
8596,634 W Rainbow Boulevard,"Big Bear, CA",38,2,1,720,259900,8596.jpg
8597,9623 Mesquite Street,"Apple Valley, CA",15,4,2.1,1976,289000,8597.jpg
8598,1601 N Mountain View Avenue,"San Bernardino, CA",318,2,1,756,295000,8598.jpg
8599,17947 Manzanita Street,"Hesperia, CA",143,3,2,1296,245500,8599.jpg
8600,13606 Brynwood Street,"Victorville, CA",391,4,3,2200,286000,8600.jpg
8601,2365 MEDICAL CENTER Drive,"San Bernardino, CA",318,3,2,1044,299000,8601.jpg
8602,1040 W 2nd Street,"San Bernardino, CA",318,3,1,1008,265000,8602.jpg
8603,10712 Hesperia Road,"Hesperia, CA",143,3,2,1222,249000,8603.jpg
8604,14515 Woodland Drive,"Fontana, CA",119,2,1,800,259900,8604.jpg
8605,1344 Orchid Drive,"San Bernardino, CA",318,3,2,1856,285000,8605.jpg
8606,41166 Valley Of The Falls Drive,"Forest Falls, CA",120,1,1,1133,267000,8606.jpg
8607,40233 Mahanoy Lane,"Big Bear, CA",38,2,1,864,245000,8607.jpg
8608,14570 Stone Creek Trail,"Hesperia, CA",143,5,3,1838,299888,8608.jpg
8609,26268 Lake Forest Drive,"Twin Peaks, CA",380,2,2,1545,259000,8609.jpg
8610,16047 Coronado Drive,"Victorville, CA",391,3,2,1788,259900,8610.jpg
8611,3066 Glenview Avenue,"San Bernardino, CA",318,3,2,1100,295000,8611.jpg
8612,636 Valencia Drive,"Landers, CA",194,3,2,1712,255000,8612.jpg
8613,8175 Balsa Avenue,"Yucca Valley, CA",414,4,2,1558,279000,8613.jpg
8614,12010 California Street,"Yucaipa, CA",413,3,1,1088,270000,8614.jpg
8615,16111 Muscatel Street,"Hesperia, CA",143,3,2,1282,255000,8615.jpg
8616,460 W 16th Street,"San Bernardino, CA",318,4,2,1242,259999,8616.jpg
8617,12788 Sierra Creek Road,"Victorville, CA",391,4,2,1733,260000,8617.jpg
8618,1023 Summit Drive,"Crestline, CA",92,2,1.1,935,254000,8618.jpg
8619,62025 Aberdeen Drive,"Joshua Tree, CA",160,3,2,1579,279900,8619.jpg
8620,1076 W 5TH Street,"San Bernardino, CA",318,4,2,1294,295000,8620.jpg
8621,12638 Santa Fe,"Victorville, CA",391,4,2.1,1705,270000,8621.jpg
8622,1512 Home Avenue,"San Bernardino, CA",318,3,2,1627,265000,8622.jpg
8623,13120 Vista Del Sol Court,"Victorville, CA",391,4,2.1,1642,249999,8623.jpg
8624,8070 Hopi,"Yucca Valley, CA",414,2,2,1242,289000,8624.jpg
8625,1595 Alta Avenue,"Landers, CA",194,3,2,1306,245000,8625.jpg
8626,13814 Bayberry Street,"Victorville, CA",391,4,2.1,2399,276900,8626.jpg
8627,2541 N Mountain View Avenue,"San Bernardino, CA",318,2,1,998,269000,8627.jpg
8628,1323 Olivine Avenue,"Mentone, CA",214,2,1,770,249900,8628.jpg
8629,26531 6th Street,"Highland, CA",145,4,1,1204,299999,8629.jpg
8630,19666 Lucaya Court,"Apple Valley, CA",15,2,2,1394,245789,8630.jpg
8631,632 Niles Street,"San Bernardino, CA",318,3,2,1306,289000,8631.jpg
8633,12381 CLEARVIEW Drive,"Victorville, CA",391,4,2,1560,275000,8633.jpg
8634,30806 All View Drive,"Running Springs, CA",316,2,1.1,828,275000,8634.jpg
8635,17132 Forest Hills Drive,"Victorville, CA",391,3,2,1770,264990,8635.jpg
8636,35273 Date Avenue,"Yucaipa, CA",413,2,1,980,299999,8636.jpg
8637,3405 Mountain Avenue,"San Bernardino, CA",318,3,1,1429,297800,8637.jpg
8639,65006 Giant Rock Road,"Joshua Tree, CA",160,3,2,1200,299000,8639.jpg
8640,55680 Reche Road,"Landers, CA",194,2,2,915,269000,8640.jpg
8641,801 Angeles Boulevard,"Big Bear, CA",38,2,2,1104,249900,8641.jpg
8642,832 Pine Lane,"Big Bear, CA",38,2,2,1098,299999,8642.jpg
8643,56614 Java Drive,"Yucca Valley, CA",414,3,2,1534,255000,8643.jpg
8645,330 S Rancho Avenue,"San Bernardino, CA",318,3,1.1,1066,295000,8645.jpg
8646,25130 Grandview Drive,"Crestline, CA",92,3,2.1,1460,299999,8646.jpg
8647,7781 Del Rosa Avenue,"San Bernardino, CA",318,2,1,1024,275000,8647.jpg
8648,23930 Zuger Drive,"Crestline, CA",92,4,3,1800,299900,8648.jpg
8649,39297 Cedar Dell Road,"Fawnskin, CA",117,1,1,964,245000,8649.jpg
8650,12713 Snake River Drive,"Victorville, CA",391,3,2,1735,265000,8650.jpg
8651,13969 Rapture Road,"Phelan, CA",279,4,3.1,2800,289900,8651.jpg
8652,12169 Wolf Drive,"Phelan, CA",279,4,2,2568,284900,8652.jpg
8653,963 Illinois Avenue,"Colton, CA",83,2,1,704,279000,8653.jpg
8654,1682 N Lugo Avenue,"San Bernardino, CA",318,2,1,1006,270000,8654.jpg
8655,25758 E 26th Street,"San Bernardino, CA",318,5,2,1548,299000,8655.jpg
8656,1212 N Pennsylvania Avenue,"Colton, CA",83,2,1,952,284000,8656.jpg
8657,14547 Chippendale Circle,"Adelanto, CA",2,5,2,2183,270000,8657.jpg
8658,31418 Ocean View Drive,"Running Springs, CA",316,4,2,1704,259900,8658.jpg
8659,18555 Lemon Street,"Hesperia, CA",143,4,2,2024,299900,8659.jpg
8660,25944 9th Street,"San Bernardino, CA",318,4,3,1702,299800,8660.jpg
8661,10775 Pemberton Street,"Adelanto, CA",2,4,2,1398,250000,8661.jpg
8662,17120 Seville Avenue,"Fontana, CA",119,2,1,864,250000,8662.jpg
8663,13976 Pacific Road,"Phelan, CA",279,3,2,1700,249900,8663.jpg
8664,24367 Horst Drive,"Crestline, CA",92,3,2,1620,251000,8664.jpg
8666,33579 Angeles Drive,"Green Valley Lake, CA",132,2,2.1,1088,259900,8666.jpg
8667,29400 Lake View Drive,"Cedar Glen, CA",73,2,2,990,249000,8667.jpg
8668,229 E Angeles Boulevard,"Big Bear, CA",38,2,2,1040,279000,8668.jpg
8669,125 S Tamarisk Avenue,"Rialto, CA",307,3,1,1100,302000,8669.jpg
8670,7562 Valley Vista Avenue,"Yucca Valley, CA",414,3,2,1368,245900,8670.jpg
8671,19128 MADRONE Street,"Hesperia, CA",143,3,2,1380,269000,8671.jpg
8672,1894 W Virginia Street,"San Bernardino, CA",318,3,2,1008,295000,8672.jpg
8673,18515 Main Street,"Hesperia, CA",143,3,2,1703,274000,8673.jpg
8674,12799 Foley Street,"Victorville, CA",391,3,2,1405,249900,8674.jpg
8675,61029 Navajo,"Joshua Tree, CA",160,2,2,1260,250000,8675.jpg
8676,22661 Anoka Road,"Apple Valley, CA",15,7,4,1968,270000,8676.jpg
8677,11834 Flushing Street,"Victorville, CA",391,3,2,1740,304990,8677.jpg
8678,15036 Salamander Lane,"Victorville, CA",391,4,3.1,1984,260000,8678.jpg
8679,1087 Myrtle Drive,"San Bernardino, CA",318,2,1,1014,260000,8679.jpg
8680,11846 Flushing Street,"Victorville, CA",391,3,2,1602,287990,8680.jpg
8681,14330 iroquois Road,"Apple Valley, CA",15,4,2,1770,299000,8681.jpg
8682,923 Florence Avenue,"Colton, CA",83,2,1,1024,260000,8682.jpg
8683,15582 Atnah Road,"Apple Valley, CA",15,3,2,1238,249900,8683.jpg
8684,63418 4th Street S,"Joshua Tree, CA",160,3,2,1872,269000,8684.jpg
8685,12208 4th Street,"Yucaipa, CA",413,3,2,1058,259000,8685.jpg
8686,7674 Rockaway Avenue,"Yucca Valley, CA",414,3,2,1896,249900,8686.jpg
8687,5729 Buena Suerte Road,"Yucca Valley, CA",414,4,2,1520,249900,8687.jpg
8688,25456 TOLUCA Drive,"San Bernardino, CA",318,3,2,987,305000,8688.jpg
8689,16340 Taylor Avenue,"Fontana, CA",119,3,1,1079,290000,8689.jpg
8690,1545 Lillian Lane,"Highland, CA",145,3,2,1256,315000,8690.jpg
8691,301 Annandale Drive,"Lake Arrowhead, CA",182,3,2,1840,319000,8691.jpg
8692,9533 Magnolia Street,"Bloomington, CA",40,3,2,1115,339000,8692.jpg
8693,972 Mecham Drive,"Lake Arrowhead, CA",182,5,3,2042,314500,8693.jpg
8695,14680 Aztec Street,"Victorville, CA",391,4,2.1,2905,299000,8695.jpg
8696,13710 Fern Pine Street,"Victorville, CA",391,5,2,2343,299000,8696.jpg
8697,12404 Dandelion Way,"Victorville, CA",391,3,2.1,2817,299000,8697.jpg
8698,13667 Mayflower Street,"Victorville, CA",391,6,4,3157,299000,8698.jpg
8699,14616 Crossing,"Victorville, CA",391,4,2.1,2747,299000,8699.jpg
8700,102 St Andrews Drive,"Lake Arrowhead, CA",182,3,1.1,1472,317000,8700.jpg
8701,3217 BRONSON Street,"San Bernardino, CA",318,4,2,1144,349000,8701.jpg
8702,19140 Corwin Road,"Apple Valley, CA",15,4,2.1,2352,339950,8702.jpg
8703,5570 Cedar Drive,"San Bernardino, CA",318,3,2,1348,344910,8703.jpg
8704,49037 Park Avenue,"Morongo Valley, CA",229,3,2,1865,299900,8704.jpg
8705,5312 Newbury Avenue,"San Bernardino, CA",318,5,2,1466,349900,8705.jpg
8707,150091 Bluewater Road,"Big River, CA",39,2,2,1125,299900,8707.jpg
8708,839 W 30th Street,"San Bernardino, CA",318,2,1,999,299900,8708.jpg
8710,1136 E 28th Street,"San Bernardino, CA",318,3,2,1376,299999,8710.jpg
8711,802 W Brockton Avenue,"Redlands, CA",304,3,1,987,314900,8711.jpg
8712,8753 Bridgeport Avenue,"Hesperia, CA",143,4,2,1900,299900,8712.jpg
8713,18662 13th Street,"Bloomington, CA",40,3,1,1008,308888,8713.jpg
8714,304 E Fairway,"Big Bear, CA",38,3,2,1311,325000,8714.jpg
8716,10395 Spade Drive,"Loma Linda, CA",201,3,2,820,305000,8716.jpg
8717,61881 Joshua Trail,"Joshua Tree, CA",160,1,1,600,299000,8717.jpg
8718,8817 Bennett Avenue,"Fontana, CA",119,2,2,1206,335000,8718.jpg
8719,10346 Agate,"Mentone, CA",214,3,2,1484,314900,8719.jpg
8720,820 Bishorn Drive,"Lake Arrowhead, CA",182,3,1.1,1380,345000,8720.jpg
8721,10785 Claremont Avenue,"Bloomington, CA",40,3,2,1184,330000,8721.jpg
8723,676 W Valley Boulevard,"Colton, CA",83,4,2,1395,319000,8723.jpg
8724,14535 Owl Court,"Victorville, CA",391,7,3,2982,355000,8724.jpg
8725,34643 Avenue D,"Yucaipa, CA",413,3,2,1224,335000,8725.jpg
8726,1524 Teresa Avenue,"Colton, CA",83,2,2,1176,329000,8726.jpg
8727,24829 National Trail Hwy A B C,"Helendale, CA",140,7,4,3617,350000,8727.jpg
8728,46394 Pioneertown Road,"Big Bear, CA",38,3,2,1344,329900,8728.jpg
8729,58319 Ute Trail Circle,"Yucca Valley, CA",414,4,3,2123,315000,8729.jpg
8730,13450 Quail Cove Place,"Victorville, CA",391,3,3,2141,299900,8730.jpg
8731,1501 N E ST,"San Bernardino, CA",318,3,2,1530,350000,8731.jpg
8732,11865 Rustic Place,"Fontana, CA",119,2,1.1,918,355000,8732.jpg
8733,17442 Elaine Drive,"Fontana, CA",119,2,1,720,330000,8733.jpg
8734,8770 Redondo Avenue,"Hesperia, CA",143,3,2.1,2039,299500,8734.jpg
8735,14174 Green Vista Drive,"Fontana, CA",119,3,2,1103,355000,8735.jpg
8736,13751 Titonka Road,"Apple Valley, CA",15,3,2.1,2062,325000,8736.jpg
8737,3188 CASA LOMA Drive,"San Bernardino, CA",318,3,2,1099,299000,8737.jpg
8738,18747 Corwin Road,"Apple Valley, CA",15,4,3,2194,319800,8738.jpg
8739,9394 Lime Avenue,"Fontana, CA",119,3,1,744,349950,8739.jpg
8740,861 Lorraine Place,"Rialto, CA",307,3,2,1051,299000,8740.jpg
8741,27568 7th Street,"Highland, CA",145,3,2,1330,354000,8741.jpg
8742,536 S Willow Avenue,"Rialto, CA",307,2,1,884,340000,8742.jpg
8743,1087 W 26th Street,"San Bernardino, CA",318,3,1,1087,319900,8743.jpg
8745,519 3rd Street,"Redlands, CA",304,3,1,840,319999,8745.jpg
8746,28664 Winthorp Way,"Highland, CA",145,3,2,1289,315000,8746.jpg
8748,61827 Mountain View Circle,"Joshua Tree, CA",160,2,2,1229,319000,8748.jpg
8749,8664 Mango Avenue,"Fontana, CA",119,3,1,1250,349900,8749.jpg
8750,14606 Woodland Drive,"Fontana, CA",119,4,2,1468,299900,8750.jpg
8751,837 N Clifford Avenue,"Rialto, CA",307,3,1.1,1164,319900,8751.jpg
8752,13049 Rocky Trail Way,"Victorville, CA",391,4,2.1,2144,299000,8752.jpg
8753,17795 Barbee Street,"Fontana, CA",119,3,1,1036,298800,8753.jpg
8754,19471 Tonto Road,"Apple Valley, CA",15,4,3,2850,350000,8754.jpg
8755,1695 N Hudson,"San Bernardino, CA",318,3,2,1433,329900,8755.jpg
8756,880 Snowbird Road,"Wrightwood, CA",411,3,2,1628,325000,8756.jpg
8757,337 Doyle Avenue,"Redlands, CA",304,3,2,1112,318000,8757.jpg
8758,495 W 25th Street,"San Bernardino, CA",318,3,1.1,2058,349900,8758.jpg
8759,13889 Periwinkle Court,"Hesperia, CA",143,5,3,2607,345000,8759.jpg
8760,12619 Verano Street,"Victorville, CA",391,4,4,3098,329000,8760.jpg
8761,917 Calhoun Street,"Redlands, CA",304,4,2,1144,347900,8761.jpg
8762,12433 Via Posada Drive,"Victorville, CA",391,4,2,2204,305000,8762.jpg
8765,11021 E Avenue,"Hesperia, CA",143,3,2,2308,339900,8765.jpg
8766,1209 W Cornell Street,"Rialto, CA",307,3,3,1644,339900,8766.jpg
8767,16286 Lago Vista Court,"Apple Valley, CA",15,4,2,2085,299900,8767.jpg
8768,1059 N Sierra Way,"San Bernardino, CA",318,4,1.1,1528,350000,8768.jpg
8770,48 Dearborn Circle,"Redlands, CA",304,3,2,1260,349900,8770.jpg
8771,1330 Tamarack Road,"Pinon Hills, CA",284,3,2,1600,309000,8771.jpg
8772,10579 Coloma Street,"Loma Linda, CA",201,3,1.1,1300,315000,8772.jpg
8773,2126 5th Lane,"Big Bear, CA",38,3,2,1440,329000,8773.jpg
8774,5877 Manzanita Avenue,"Angelus Oaks, CA",13,3,1.1,1400,298000,8774.jpg
8775,575 Courtland Drive,"San Bernardino, CA",318,4,2,1774,349900,8775.jpg
8776,1361 Whitewood Drive,"Mentone, CA",214,3,2,1295,355000,8776.jpg
8777,1025 Heaton Drive,"Lake Arrowhead, CA",182,3,2,1680,315500,8777.jpg
8778,401 E Erwin Street,"Rialto, CA",307,3,1,1020,339900,8778.jpg
8779,470 Vista Lane,"Big Bear, CA",38,3,2,1638,349000,8779.jpg
8780,2016 Cedar Pine Lane,"Big Bear, CA",38,3,2,1140,299999,8780.jpg
8782,360 W 36th,"San Bernardino, CA",318,4,2,2205,340000,8782.jpg
8783,12551 Sunglow Lane,"Victorville, CA",391,4,2.1,2399,319000,8783.jpg
8784,1905 Universal Avenue,"San Bernardino, CA",318,3,2,1128,340000,8784.jpg
8785,4732 N Mayfield Avenue,"San Bernardino, CA",318,3,1.1,1152,325000,8785.jpg
8787,1601 N Mountain View Avenue,"San Bernardino, CA",318,2,1,756,295000,8787.jpg
8788,17653 Dayton Street,"Victorville, CA",391,5,3,2490,334900,8788.jpg
8789,8968 Daisy Road,"Oak Hills, CA",251,3,2,1803,349999,8789.jpg
8790,2365 MEDICAL CENTER Drive,"San Bernardino, CA",318,3,2,1044,299000,8790.jpg
8791,1141 ORANGE Street,"Redlands, CA",304,3,1.1,900,309000,8791.jpg
8792,12705 Park Glen Street,"Victorville, CA",391,4,2,2049,324900,8792.jpg
8795,13471 Palm Street,"Hesperia, CA",143,4,2,2023,324900,8795.jpg
8796,10076 Marrakesh Road,"Phelan, CA",279,3,2,2226,310000,8796.jpg
8797,10041 El Dorado Street,"Apple Valley, CA",15,2,2.1,2236,328000,8797.jpg
8798,16058 Ceres Avenue,"Fontana, CA",119,2,1,801,350000,8798.jpg
8799,15950 Rosemary Drive,"Fontana, CA",119,3,1,1425,329000,8799.jpg
8800,250 Coburn Street,"Colton, CA",83,2,2,1225,349000,8800.jpg
8801,3420 Parkside Drive,"San Bernardino, CA",318,2,1.1,969,319900,8801.jpg
8802,14570 Stone Creek Trail,"Hesperia, CA",143,5,3,1838,299888,8802.jpg
8803,3625 N Lugo Avenue,"San Bernardino, CA",318,3,2,1388,339900,8803.jpg
8804,3066 Glenview Avenue,"San Bernardino, CA",318,3,2,1100,295000,8804.jpg
8805,1115 W Mountain View Boulevard,"Big Bear, CA",38,2,2,1322,329000,8805.jpg
8806,35372 Date Avenue,"Yucaipa, CA",413,2,1,992,325000,8806.jpg
8807,26757 6th Street,"Highland, CA",145,4,2,1386,339000,8807.jpg
8808,1076 W 5TH Street,"San Bernardino, CA",318,4,2,1294,295000,8808.jpg
8810,27487 Nancy Drive,"Lake Arrowhead, CA",182,4,2,1651,344888,8810.jpg
8811,816 Ivy Lane,"Lake Arrowhead, CA",182,2,1.1,871,319000,8811.jpg
8812,11867 Flushing Street,"Victorville, CA",391,4,3,2239,313490,8812.jpg
8813,11962 Shady Grove Place,"Victorville, CA",391,4,3,2401,341990,8813.jpg
8814,497 Valley Road,"Crestline, CA",92,3,2.1,1656,312500,8814.jpg
8815,58233 Ivanhoe Drive,"Yucca Valley, CA",414,3,2.1,2028,339900,8815.jpg
8816,26531 6th Street,"Highland, CA",145,4,1,1204,299999,8816.jpg
8817,12900 Rolling Ridge Drive,"Victorville, CA",391,3,2,1834,349000,8817.jpg
8818,14618 Cerezo Road,"Victorville, CA",391,4,3,1938,340000,8818.jpg
8819,35842 County Line Road,"Yucaipa, CA",413,2,2,1426,347800,8819.jpg
8820,13214 Aspen Way,"Victorville, CA",391,5,4,3032,330000,8820.jpg
8822,35273 Date Avenue,"Yucaipa, CA",413,2,1,980,299999,8822.jpg
8823,3405 Mountain Avenue,"San Bernardino, CA",318,3,1,1429,297800,8823.jpg
8825,65006 Giant Rock Road,"Joshua Tree, CA",160,3,2,1200,299000,8825.jpg
8826,840 Falcon Lane,"Redlands, CA",304,4,2,1225,354000,8826.jpg
8827,205 E Holly Street,"Rialto, CA",307,4,1.1,1288,325000,8827.jpg
8828,1275 Orchid Drive,"San Bernardino, CA",318,3,2,1421,319800,8828.jpg
8829,832 Pine Lane,"Big Bear, CA",38,2,2,1098,299999,8829.jpg
8831,7716 Juniper Avenue,"Fontana, CA",119,3,1,1120,339900,8831.jpg
8832,330 S Rancho Avenue,"San Bernardino, CA",318,3,1.1,1066,295000,8832.jpg
8834,23930 Zuger Drive,"Crestline, CA",92,4,3,1800,299900,8834.jpg
8835,324 Fir Street,"Crestline, CA",92,3,3,1578,350000,8835.jpg
8836,627 Wellsley Drive,"Lake Arrowhead, CA",182,3,2,1192,330000,8836.jpg
8837,1151 Express Circle,"Colton, CA",83,4,2.1,1442,317500,8837.jpg
8838,16686 Candlewood Road,"Apple Valley, CA",15,4,2,1972,335000,8838.jpg
8839,13320 Winter Park Street,"Victorville, CA",391,5,4,2740,346000,8839.jpg
8840,5858 Osbun Road,"San Bernardino, CA",318,3,1.1,1341,324900,8840.jpg
8841,35062 Comberton Street,"Yucaipa, CA",413,3,2,1339,349000,8841.jpg
8842,11939 Mount Vernon Avenue,"Grand Terrace, CA",131,3,2,1057,330000,8842.jpg
8843,15897 Brittle Brush Lane,"Victorville, CA",391,3,2.1,2505,309999,8843.jpg
8844,25758 E 26th Street,"San Bernardino, CA",318,5,2,1548,299000,8844.jpg
8846,31389 Firwood Drive,"Running Springs, CA",316,4,3,2640,339900,8846.jpg
8847,560 Arbula Drive,"Crestline, CA",92,3,2,1570,315000,8847.jpg
8848,18555 Lemon Street,"Hesperia, CA",143,4,2,2024,299900,8848.jpg
8849,25944 9th Street,"San Bernardino, CA",318,4,3,1702,299800,8849.jpg
8850,980 W 25th Street,"San Bernardino, CA",318,3,1.1,1282,309999,8850.jpg
8851,670 Eureka Drive,"Big Bear, CA",38,2,1,1239,350000,8851.jpg
8852,11946 Sierra Road,"Victorville, CA",391,5,3,2438,348990,8852.jpg
8853,125 S Tamarisk Avenue,"Rialto, CA",307,3,1,1100,302000,8853.jpg
8854,13600 Sierra Vista Drive,"Victorville, CA",391,3,2,2182,347000,8854.jpg
8855,9288 Alder Avenue,"Fontana, CA",119,3,2,1019,337500,8855.jpg
8856,1894 W Virginia Street,"San Bernardino, CA",318,3,2,1008,295000,8856.jpg
8857,8512 Maple Avenue,"Fontana, CA",119,2,1,927,340000,8857.jpg
8858,2649 Irvington Avenue,"San Bernardino, CA",318,3,2,1337,355000,8858.jpg
8859,185 E Home Street,"Rialto, CA",307,3,2,1728,350000,8859.jpg
8860,18058 Fresno Street,"Hesperia, CA",143,5,2.1,2056,315000,8860.jpg
8861,26721 Union Street,"Highland, CA",145,3,2,1620,310000,8861.jpg
8862,20847 Candelaria Road,"Apple Valley, CA",15,3,2,2014,319000,8862.jpg
8863,11951 Foster Place,"Victorville, CA",391,5,3,2537,351990,8863.jpg
8864,11834 Flushing Street,"Victorville, CA",391,3,2,1740,304990,8864.jpg
8866,12349 Los Moras Way,"Victorville, CA",391,4,4,3098,345000,8866.jpg
8867,14330 iroquois Road,"Apple Valley, CA",15,4,2,1770,299000,8867.jpg
8868,40703 Beaver Lane,"Big Bear, CA",38,2,2,1235,315000,8868.jpg
8869,2073 Mojave Scenic Drive,"Wrightwood, CA",411,3,3,1856,328700,8869.jpg
8870,12587 Bannock Court,"Apple Valley, CA",15,4,2,2287,310000,8870.jpg
8871,25456 TOLUCA Drive,"San Bernardino, CA",318,3,2,987,305000,8871.jpg
8872,793 W 18TH Street,"San Bernardino, CA",318,4,2,1240,309000,8872.jpg
8873,933 Canyon Road,"Fawnskin, CA",117,3,1,1200,349999,8873.jpg
8874,25357 35th Street,"San Bernardino, CA",318,3,2,1232,335000,8874.jpg
8875,467 Cimmaron Lane,"Lake Arrowhead, CA",182,4,2,1440,329000,8875.jpg
8876,1202 Northwestern Circle,"Colton, CA",83,3,2.1,1576,319900,8876.jpg
8877,3361 N Golden Avenue,"San Bernardino, CA",318,3,1.1,943,305000,8877.jpg
8878,16123 Maricopa Lane,"Apple Valley, CA",15,3,2.1,2256,299500,8878.jpg
8879,13053 Corton Street,"Phelan, CA",279,4,3,2101,339000,8879.jpg
8880,12394 Deborah Drive,"Victorville, CA",391,4,3,2703,325000,8880.jpg
8881,9336 Bennett Avenue,"Fontana, CA",119,2,1,850,310000,8881.jpg
8882,16260 Wintun Road,"Apple Valley, CA",15,3,2,1930,309750,8882.jpg
8883,13709 Dove Court,"Victorville, CA",391,5,4,3480,310000,8883.jpg
8884,2725 Annapolis Circle,"San Bernardino, CA",318,4,3,1728,350000,8884.jpg
8885,1713 Church Street,"Redlands, CA",304,3,1,960,299900,8885.jpg
8887,33834 Cansler Way,"Yucaipa, CA",413,3,2.1,1984,380000,8887.jpg
8888,622 Arth Drive,"Crestline, CA",92,4,3.1,2798,399600,8888.jpg
8889,865 Colton Avenue,"Colton, CA",83,3,2.1,1647,372000,8889.jpg
8890,3217 BRONSON Street,"San Bernardino, CA",318,4,2,1144,349000,8890.jpg
8891,6968 Glasgow Avenue,"San Bernardino, CA",318,4,2,2043,389900,8891.jpg
8892,8650 Newport Avenue,"Fontana, CA",119,3,1,1059,365000,8892.jpg
8893,5312 Newbury Avenue,"San Bernardino, CA",318,5,2,1466,349900,8893.jpg
8894,15071 Brucite Road,"Victorville, CA",391,4,3,2544,359900,8894.jpg
8896,14886 Mission Street,"Hesperia, CA",143,4,3,1937,390000,8896.jpg
8897,23599 Laurel,"Apple Valley, CA",15,4,3,2049,364900,8897.jpg
8898,12895 Quail Vista Road,"Apple Valley, CA",15,4,2,2524,405000,8898.jpg
8899,9427 Mango Avenue,"Fontana, CA",119,4,2,1372,365000,8899.jpg
8902,1296 Morgan,"Rialto, CA",307,4,2.1,1811,359000,8902.jpg
8903,820 Bishorn Drive,"Lake Arrowhead, CA",182,3,1.1,1380,345000,8903.jpg
8904,280 E F Street E,"Colton, CA",83,4,4,1616,389995,8904.jpg
8905,16294 Barbee Street,"Fontana, CA",119,3,2,1139,359000,8905.jpg
8906,14535 Owl Court,"Victorville, CA",391,7,3,2982,355000,8906.jpg
8908,24622 Bernard Drive,"Crestline, CA",92,3,2.1,2036,393000,8908.jpg
8909,7027 Seine Avenue,"Highland, CA",145,4,2,1404,369999,8909.jpg
8910,25800 Avalon Avenue,"San Bernardino, CA",318,5,3,2578,369000,8910.jpg
8911,39177 Robin Road,"Big Bear, CA",38,3,1,1356,395000,8911.jpg
8912,24829 National Trail Hwy A B C,"Helendale, CA",140,7,4,3617,350000,8912.jpg
8913,10576 5th Avenue,"Hesperia, CA",143,3,2,2184,380000,8913.jpg
8914,1274 N Yucca Avenue,"Rialto, CA",307,3,2,1363,384900,8914.jpg
